;name;latitude;longitude;y;x
201;Pecan Island Fire Dep,25600 W La Highway 82, Kaplan, 7054, LA;29.937614;-92.309;3327236.482346;-10259129.951
202;Pierre Part Volunteer Fir,101 S Bay Rd, Pierre Part, 7033, LA;29.9652;-91.20316;3330302.3628;-10136227.99924
203;Pine Prairie Area Fire Dep,Edwin Elliott Dr, Pine Prairie, 7057, LA;30.776586;-92.422522;3420478.991454;-10271746.672558
204;Pine Prairie Fire Dep,Highway 13, Pine Prairie, 7057, LA;30.783011;-92.428046;3421193.059529;-10272360.604394
205;Pine Ridge Fire Dep,354 Three Pine Church Rd, De Ridder, 7063, LA;30.911977;-93.284407;3435526.211803;-10367535.709573
206;Pineville Fire Chie,35 Purser St, Pineville, 7136, LA;31.331576;-92.419966;3482160.025064;-10271462.601274
207;Pineville Fire Dep,35 Purser St, Pineville, 7136, LA;31.331576;-92.419966;3482160.025064;-10271462.601274
208;Pitkin Volunteer Fire Dep,12778 Highway 10, Pitkin, 7065, LA;30.939647;-92.831616;3438601.427933;-10317212.970624
209;Plain Dealing Fire Dep,205 W Palmetto Ave, Plain Dealing, 7106, LA;32.919215;-93.689292;3658608.635885;-10412534.223588
210;Plainview Community Voluntee,172 Highway 112, Elizabeth, 7063, LA;30.899684;-92.789679;3434159.980076;-10312552.134381
211;Plainview Fire Dep,10941 Highway 112, Elizabeth, 7063, LA;30.899684;-92.789679;3434159.980076;-10312552.134381
212;Plainview Volunteer Fire Dep,10016 Highway 112, Glenmora, 7143, LA;31.105138;-92.636457;3456993.932182;-10295523.194523
213;Plaquemine Fire Dep,58165 Meriam St, Plaquemine, 7076, LA;30.290675;-91.233758;3366475.328825;-10139628.630362
214;Pointe Aux Chenes Fire Dep,1105 Highway 55, Montegut, 7037, LA;29.501096;-90.547575;3278722.308344;-10063366.937925
215;Pointe Coupee Fire Distric,8874 La Highway 418, Innis, 7074, LA;30.888359;-91.669665;3432901.330901;-10188074.898435
216;Ponchatoula Fire Dep,201 NW Railroad Ave, Ponchatoula, 7045, LA;30.438758;-90.441471;3382933.125362;-10051574.645469
