;name;latitude;longitude;y;x
215;Pointe Coupee Fire Distric,8874 La Highway 418, Innis, 7074, LA;30.888359;-91.669665;3438492.1238800003;-8757287.570313882
216;Ponchatoula Fire Dep,201 NW Railroad Ave, Ponchatoula, 7045, LA;30.438758;-90.441471;3388442.54056;-8680248.142860472
217;Port Barre Fire Dep,514 Saizan St, Port Barre, 7057, LA;30.5602;-91.95401;3401961.4639999997;-8814404.622480225
218;Port Sulphur Fire Dep,123 Civic Dr, Port Sulphur, 7008, LA;29.48049;-89.69395;3281768.1467999998;-8691897.40280827
219;Port Sulphur Vol Fire Dep,123 Civic Dr, Port Sulphur, 7008, LA;29.48049;-89.69395;3281768.1467999998;-8691897.40280827
220;Prairie Volunteer Fire Dep,7209 Highway 93, Sunset, 7058, LA;30.41131;-92.06845;3385387.0292;-8838886.164068563
221;Prairieville Fire Dep,17183 Highway 929, Prairieville, 7076, LA;30.298527;-90.960233;3372832.02564;-8742566.105694134
222;R C Milling Memorial Fire St,75174 Highway 1083, Covington, 7043, LA;30.45886;-90.156595;3390680.2952;-8651122.355741445
223;Rayne City O,101 3rd St, Rayne, 7057, LA;30.209507;-92.270885;3362922.3192399996;-8876578.919671318
224;Reserve Central Statio,105 Firehouse Ln, Reserve, 7008, LA;30.053549;-90.551574;3345561.07468;-8724952.464593725
225;Roanoke Jefferson Davis Fir,201 W South St, Welsh, 7059, LA;30.241414;-92.823631;3366474.2064799997;-8926857.062267806
226;Rocky Branch Crossroad Vf,11291 Highway 143, Farmerville, 7124, LA;32.714978;-92.218541;3641831.3509600004;-8637261.237809228
227;Rosedale Fire Dep,Highway 77, Rosedale, 7077, LA;30.458794;-91.478917;3390672.94808;-8778013.855139924
228;Rynella-Abbeville Hwy Fire De,5105 Avery Island Rd, New Iberia, 7056, LA;29.987963;-91.758563;3338260.04116;-8847099.86524285
229;Schriever Volunteer Fire Dep,1529 W Park Ave, Schriever, 7039, LA;29.74215;-90.81037;3310896.138;-8777274.21743709
230;Seventh District Fire Dep,13398 Roddy Rd, Gonzales, 7073, LA;30.234111;-90.903938;3365661.23652;-8742889.555990484
231;Shreveport Fire Chie,801 Crockett St, Shreveport, 7110, LA;32.511196;-93.748038;3619146.33872;-8800519.981817037
232;Shreveport Fire Departmen,801 Crockett St, Shreveport, 7110, LA;32.511196;-93.748038;3619146.33872;-8800519.981817037
233;Sibley Fire Dep,117 SE 4th Ave, Sibley, 7107, LA;32.511196;-93.748038;3619146.33872;-8800519.981817037
234;Simmesport Fire Dep,388 Mission Dr, Simmesport, 7136, LA;30.987439;-91.814239;3449521.7094799997;-8762012.300900035
235;Singer Volunteer Fire Dep,9080 Highway 27, Singer, 7066, LA;30.71556;-93.39032;3419256.1392;-8937718.780722799
236;Sorrento Fire Dep,8096 Main St, Sorrento, 7077, LA;30.18436;-90.85926;3360122.9552;-8743011.558119891
237;Southeast La Search & Rescu,510 E Boston St, Covington, 7043, LA;30.475744;-90.09434;3392559.82208;-8643650.033624748
238;Spearsville Fire Dep,2456 Highway 3121, Spearsville, 7127, LA;32.999679;-92.598889;3673524.26628;-8645095.370963462
239;Spencer-West Sterlington Fir,Highway 143, Spencer, 7128, LA;32.742722;-92.131823;3644919.81304;-8626454.098035533
240;Spring Creek Community Vf,757 Highway 113, Glenmora, 7143, LA;30.992594;-92.598;3450095.56408;-8836330.624655768
241;St Amant Fire Dep,PO Box 45, St Amant, 7077, LA;30.22464;-90.86899;3364606.9248;-8740370.189914484
242;St John Volunteer Fire Dep,2072 Highway 1, Thibodaux, 7030, LA;29.79576;-90.82287;3316864.0032;-8773785.498307707
243;St John Westside Voluntee,173 E 3rd St, Edgard, 7004, LA;30.026242;-90.601897;3342521.25944;-8732207.57506949
244;St John's Volunteer Fire Dep,Tiger Dr, Thibodaux, 7030, LA;29.79576;-90.82287;3316864.0032;-8773785.498307707
245;St Landry Parish Fire Distric,887 Highway 749, Opelousas, 7057, LA;30.533728;-92.08818;3399014.60096;-8829672.908334495
246;St Martinville Fire Dep,230 Washington St, St Martinville, 7058, LA;30.533728;-92.08818;3399014.60096;-8829672.908334495
247;Sun Tenth Dist Volunteer Fir,28666 Highway 16, Sun, 7046, LA;30.1252;-91.83345;3353537.264;-8842056.249357466
248;Sunset City Fire Dep,872 Napoleon Ave, Sunset, 7058, LA;30.409181;-92.071713;3385150.02892;-8839392.203294363
249;Thibodaux Fire Dep,800 Parish Rd, Thibodaux, 7030, LA;29.79576;-90.82287;3316864.0032;-8773785.498307707
250;Three Pine Fire Dep,354 Three Pine Church Rd, De Ridder, 7063, LA;30.911977;-93.284407;3441121.27964;-8909347.106738923
251;Tullos Fire Dep,125 Main St, Tullos, 7147, LA;31.830948;-92.332616;3543421.13136;-8732623.400615288
252;Tullos Volunteer Fire Dep,10187 S Main St, Tullos, 7147, LA;31.830948;-92.332616;3543421.13136;-8732623.400615288
253;Turkey Creek Fire Dep,1084 Cedar Ln, Ville Platte, 7058, LA;30.674564;-92.359876;3414692.46448;-8842857.64513286
254;Union Volunteer Fire Dep,9793 La 44, Convent, 7072, LA;30.028769;-90.708311;3342802.56508;-8742240.8928145
255;Urania Fire Dep,100 E Hardtner Dr, Urania, 7148, LA;31.860891;-92.291212;3546754.38612;-8725874.546648804
256;Vacherie Fire Dep,2433 Highway 18, Vacherie, 7009, LA;30.006515;-90.709746;3340325.2498;-8744341.25311202
257;Vacherie Gheens Volunteer Fir,N Leon Dr, Lockport, 7037, LA;29.64605;-90.53925;3300198.286;-8759443.21048078
258;Village East Fire C,Industrial Park & Indstrl Rd, Houma, 7036, LA;29.595275;-90.668461;3294546.0130000003;-8776364.899656871
259;Ville Platte Fire Dep,310 W Magnolia St, Ville Platte, 7058, LA;30.68797;-92.27152;3416184.8204;-8833171.799882142
260;Vinton Fire Volunteer,1201 Horridge St, Vinton, 7066, LA;30.196358;-93.581361;3361458.5725600002;-9003851.102568815
261;Ward 2 Fire Protection Dist ,Galley Rd, Hayes, 7064, LA;30.219807;-93.331752;3364068.91524;-8977695.781847496
262;Ward 2 Fire Protection Dis,9890 Highway 34, Eros, 7123, LA;32.416219;-92.36962;3608573.49908;-8680271.2674453
263;Ward 4 Fire Dep,261 Highway 505, Jonesboro, 7125, LA;32.24033;-92.60843;3588993.5356;-8719637.051431699
264;Ward 5 Fire Protection Dis,Courthouse, Turkey Creek, 7058, LA;30.001372;-92.282986;3339752.73104;-8896461.34580131
265;Ward 8 Fire Protection Dis,4444 Main St, Collinston, 7122, LA;32.627732;-91.878502;3632119.12624;-8613820.213998752
266;Washington Parish Fire Dis,30247 Highway 430, Franklinton, 7043, LA;30.869258;-90.156472;3436365.80056;-8614447.998654634
267;Washington Parish Fire Protec,43139 C E Stafford Rd, Franklinton, 7043, LA;30.844287;-90.155793;3433586.0288400003;-8616626.513200661
268;Welsh Fire Dep,201 W South St, Welsh, 7059, LA;30.238843;-92.823621;3366188.00276;-8927089.616426062
269;Westwego City Fire Chief',677 Avenue H, Westwego, 7009, LA;29.936422;-90.166617;3332522.49704;-8698118.371838037
270;Westwego Fire Dep,677 Avenue H, Westwego, 7009, LA;29.936422;-90.166617;3332522.49704;-8698118.371838037
271;Wilmer Fire Dep,22115 Highway 10, Kentwood, 7044, LA;30.796467;-90.443893;3428262.70644;-8648466.9189501
272;Wkb Volunteer Fire Dep,4040 Highway 90 W, Avondale, 7009, LA;29.929516;-90.165183;3331753.72112;-8698583.71212687
273;Woodlawn Fire Dep,7163 Highway 39 #202, Braithwaite, 7004, ;29.859438;-89.916358;3323952.63816;-8680680.29694404
