;Unnamed: 0;Unnamed: 0.1;name;latitude;longitude;y;x
0;4;4;Amelia Volunteer Fire Dep,1200 David Dr, Morgan City, 7038, LA;29.69937;-91.20677;93881.81397770019;403.3123170994222
1;16;16;Bayou Lourse Volunteer Fir,333 Highway 663, Morgan City, 7038, LA;29.689859;-91.095236;92824.77094870014;12799.089543100446
2;57;57;District Six Fire Dep,7878 Prescott Rd, Baton Rouge, 7081, LA;30.455727;-91.184696;177942.57460069982;2856.5946031007916
3;71;71;Fire Department Of Morgan Cit,1307 Victor Ii Blvd, Morgan City, 7038, LA;29.66253;-91.12144;89787.45321770012;9886.803187100217
4;88;88;Geismar Fire Dep,12171 Highway 73, Geismar, 7073, LA;30.222275;-91.003849;151996.95277270023;22955.749336101115
5;178;178;Morgan City Fire Chief's Of,1307 Victor Ii Blvd, Morgan City, 7038, LA;29.66253;-91.12144;89787.45321770012;9886.803187100217
6;179;179;Morgan City Fire Dep,1307 Victor Ii Blvd, Morgan City, 7038, LA;29.66253;-91.12144;89787.45321770012;9886.803187100217
7;196;196;Paincourtville Volenteer Fir,6074 Highway 1, Paincourtville, 7039, LA;29.992459;-91.055045;126455.43234870024;17265.87709210068
8;202;202;Pierre Part Volunteer Fir,101 S Bay Rd, Pierre Part, 7033, LA;29.9652;-91.20316;123425.89434769982;804.524107100442
